epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,17508,1.24584,0.6371,0.87072,0.83784,0.55459,0.65315,0.41322,1.22777,0.64716,0.84868,0.000406,0.000406,0.000406
62,17794.9,1.23995,0.63295,0.87006,0.84032,0.55335,0.65342,0.41388,1.22617,0.6467,0.84897,0.0003961,0.0003961,0.0003961
63,18081.1,1.23664,0.63214,0.87093,0.84242,0.55238,0.65365,0.41422,1.22575,0.64618,0.8493,0.0003862,0.0003862,0.0003862
64,18370.4,1.22632,0.62739,0.86812,0.84244,0.55317,0.65431,0.4147,1.22579,0.6458,0.8495,0.0003763,0.0003763,0.0003763
65,18657.5,1.23112,0.62628,0.86765,0.8455,0.55238,0.65438,0.41522,1.22583,0.64589,0.84986,0.0003664,0.0003664,0.0003664
66,18945,1.21969,0.62176,0.86555,0.8442,0.55238,0.65456,0.41599,1.22565,0.64441,0.84987,0.0003565,0.0003565,0.0003565
67,19232.7,1.20913,0.61319,0.86648,0.847,0.55277,0.6548,0.41626,1.22509,0.64347,0.84985,0.0003466,0.0003466,0.0003466
68,19510.3,1.20411,0.61184,0.86386,0.84987,0.55158,0.65515,0.41633,1.22415,0.64159,0.84989,0.0003367,0.0003367,0.0003367
69,19793.7,1.20033,0.60707,0.86297,0.85036,0.55158,0.65533,0.41646,1.22409,0.64031,0.84984,0.0003268,0.0003268,0.0003268
70,20075.5,1.19131,0.60454,0.86257,0.85201,0.55178,0.65601,0.41661,1.22291,0.6392,0.84989,0.0003169,0.0003169,0.0003169
71,20363.9,1.19536,0.60409,0.86183,0.85661,0.55019,0.65599,0.41705,1.22305,0.638,0.8502,0.000307,0.000307,0.000307
72,20651.7,1.1824,0.59667,0.85963,0.85446,0.55098,0.65624,0.41743,1.2221,0.63624,0.85019,0.0002971,0.0002971,0.0002971
73,20939.6,1.18229,0.59566,0.85807,0.85503,0.55178,0.65686,0.41784,1.22161,0.63538,0.85019,0.0002872,0.0002872,0.0002872
