epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,176.33,2.13638,1.49089,1.038,0.66333,0.33572,0.39781,0.19922,2.02623,1.44364,0.95406,0.0670238,0.000333093,0.000333093
2,344.126,2.02044,1.35188,1.01915,0.7329,0.38015,0.43539,0.19924,2.07602,1.29959,0.9547,0.0340172,0.000659829,0.000659829
3,506.444,1.98313,1.30855,1.01073,0.7633,0.41821,0.48458,0.23706,1.90398,1.24049,0.93016,0.00100396,0.000979965,0.000979965
4,681.678,1.92735,1.23837,0.99862,0.75381,0.42377,0.48653,0.25202,1.82493,1.13756,0.92729,0.0009703,0.0009703,0.0009703
5,855.998,1.88646,1.20703,0.99517,0.76408,0.45259,0.51445,0.26107,1.80198,1.10744,0.93721,0.0009604,0.0009604,0.0009604
6,1024.44,1.84499,1.1614,0.98162,0.76861,0.46869,0.53086,0.27854,1.72182,1.04055,0.91763,0.0009505,0.0009505,0.0009505
7,1186.9,1.81214,1.1317,0.9744,0.75056,0.47787,0.54022,0.29084,1.68758,1.02888,0.90655,0.0009406,0.0009406,0.0009406
8,1369.36,1.77545,1.10132,0.96988,0.77259,0.47811,0.54834,0.29342,1.63329,0.98689,0.90539,0.0009307,0.0009307,0.0009307
9,1549.96,1.76086,1.08884,0.96875,0.78651,0.4842,0.54885,0.30229,1.61466,0.97698,0.89794,0.0009208,0.0009208,0.0009208
10,1731.99,1.73938,1.06635,0.96645,0.78508,0.49195,0.56184,0.30747,1.58096,0.95617,0.88885,0.0009109,0.0009109,0.0009109
11,1914.92,1.72933,1.05037,0.96289,0.79352,0.48499,0.55562,0.30943,1.57385,0.9344,0.89167,0.000901,0.000901,0.000901
12,2098.44,1.70123,1.0392,0.95703,0.78007,0.49573,0.56034,0.31473,1.54565,0.9165,0.89319,0.0008911,0.0008911,0.0008911
13,2282.21,1.68675,1.02218,0.9613,0.78922,0.49632,0.57042,0.31535,1.5503,0.90224,0.89143,0.0008812,0.0008812,0.0008812
14,2463.48,1.68505,1.01677,0.95124,0.80496,0.50507,0.57692,0.32374,1.52335,0.88623,0.884,0.0008713,0.0008713,0.0008713
15,2645.52,1.66768,0.99635,0.94837,0.7936,0.51381,0.58451,0.3314,1.50171,0.87143,0.88284,0.0008614,0.0008614,0.0008614
16,2827.95,1.64773,0.98349,0.94812,0.79903,0.50944,0.58558,0.33328,1.48774,0.85775,0.87996,0.0008515,0.0008515,0.0008515
17,3009.84,1.64864,0.97982,0.94434,0.77985,0.51752,0.58698,0.33657,1.48354,0.86625,0.88201,0.0008416,0.0008416,0.0008416
18,3203.25,1.63304,0.96547,0.94124,0.80608,0.52157,0.5945,0.3424,1.4663,0.83122,0.8787,0.0008317,0.0008317,0.0008317
19,3392.59,1.62924,0.95884,0.94167,0.80986,0.5156,0.59705,0.34442,1.46868,0.82678,0.88151,0.0008218,0.0008218,0.0008218
20,3584.89,1.62308,0.95884,0.9408,0.80585,0.51811,0.59309,0.34513,1.44832,0.82843,0.87727,0.0008119,0.0008119,0.0008119
21,3774.09,1.61553,0.94715,0.93973,0.82095,0.52129,0.60196,0.3495,1.45885,0.81441,0.87754,0.000802,0.000802,0.000802
22,3964.5,1.60738,0.9354,0.93454,0.82046,0.51878,0.60374,0.35288,1.44068,0.80569,0.87493,0.0007921,0.0007921,0.0007921
23,4152.99,1.58597,0.93426,0.93639,0.80689,0.5199,0.6026,0.35276,1.42151,0.79308,0.87209,0.0007822,0.0007822,0.0007822
24,4330.05,1.58485,0.92662,0.93518,0.81992,0.52892,0.60654,0.3552,1.4189,0.7853,0.87266,0.0007723,0.0007723,0.0007723
25,4507.3,1.57498,0.90341,0.93211,0.83167,0.52037,0.60299,0.35501,1.41755,0.78893,0.8717,0.0007624,0.0007624,0.0007624
26,4674.63,1.5642,0.90295,0.92788,0.83144,0.53468,0.61424,0.36108,1.40635,0.77402,0.87319,0.0007525,0.0007525,0.0007525
27,4836.85,1.5601,0.89911,0.93191,0.82,0.53508,0.61539,0.36474,1.39533,0.76393,0.87015,0.0007426,0.0007426,0.0007426
28,4998.22,1.55716,0.89885,0.93166,0.82448,0.52972,0.6147,0.36494,1.39569,0.76627,0.86942,0.0007327,0.0007327,0.0007327
29,5175.71,1.54771,0.88369,0.92619,0.82523,0.53429,0.61683,0.36621,1.38169,0.75922,0.86886,0.0007228,0.0007228,0.0007228
30,5354.23,1.54719,0.87796,0.92968,0.83401,0.5303,0.61538,0.36608,1.38231,0.75886,0.86798,0.0007129,0.0007129,0.0007129
31,5531.14,1.54304,0.88363,0.93038,0.82274,0.53687,0.61599,0.36617,1.37943,0.7569,0.86755,0.000703,0.000703,0.000703
32,5717.5,1.52872,0.86964,0.92088,0.82126,0.53667,0.61907,0.37014,1.3754,0.74843,0.86561,0.0006931,0.0006931,0.0006931
33,5903.48,1.52773,0.87139,0.92913,0.82462,0.53389,0.62073,0.37036,1.37702,0.74392,0.86638,0.0006832,0.0006832,0.0006832
34,6089.86,1.52077,0.85787,0.92189,0.83301,0.52932,0.62006,0.37015,1.37573,0.73929,0.86773,0.0006733,0.0006733,0.0006733
35,6276.25,1.51329,0.85565,0.91969,0.82634,0.53369,0.62192,0.37165,1.37096,0.73705,0.86712,0.0006634,0.0006634,0.0006634
36,6462.54,1.51366,0.8522,0.92167,0.81858,0.53568,0.62306,0.3739,1.36428,0.73213,0.86719,0.0006535,0.0006535,0.0006535
37,6649.52,1.49788,0.84764,0.9214,0.82386,0.53468,0.6223,0.37489,1.35885,0.72988,0.86631,0.0006436,0.0006436,0.0006436
38,6836.42,1.49407,0.83897,0.91885,0.82264,0.53866,0.62312,0.37503,1.3561,0.72773,0.86438,0.0006337,0.0006337,0.0006337
39,7023.66,1.50061,0.83716,0.91476,0.82082,0.54087,0.62284,0.3748,1.35403,0.72537,0.86316,0.0006238,0.0006238,0.0006238
40,7210.73,1.49232,0.83272,0.9136,0.81785,0.54065,0.62438,0.3761,1.35251,0.7257,0.86228,0.0006139,0.0006139,0.0006139
41,7398.75,1.48558,0.82687,0.91398,0.82398,0.53946,0.62415,0.3762,1.35283,0.72525,0.862,0.000604,0.000604,0.000604
42,7586.16,1.48586,0.82484,0.91173,0.81855,0.54244,0.62412,0.37653,1.35194,0.72608,0.86163,0.0005941,0.0005941,0.0005941
43,7772.63,1.48217,0.82074,0.91019,0.82191,0.54085,0.62542,0.37775,1.35387,0.72499,0.86215,0.0005842,0.0005842,0.0005842
44,7958.7,1.4757,0.81924,0.91338,0.82698,0.53773,0.62641,0.37865,1.35359,0.72416,0.86262,0.0005743,0.0005743,0.0005743
45,8145.36,1.46557,0.80686,0.9066,0.83593,0.53628,0.62653,0.3791,1.35352,0.72481,0.86321,0.0005644,0.0005644,0.0005644
46,8331.65,1.45943,0.8086,0.9133,0.83655,0.53814,0.62867,0.37972,1.3531,0.7232,0.86282,0.0005545,0.0005545,0.0005545
47,8516.67,1.45965,0.80283,0.91038,0.83421,0.53846,0.62917,0.37979,1.35248,0.72101,0.86312,0.0005446,0.0005446,0.0005446
48,8680.25,1.46,0.7989,0.91134,0.83496,0.53899,0.63008,0.38049,1.3518,0.71904,0.86356,0.0005347,0.0005347,0.0005347
49,8839.03,1.45172,0.79712,0.90804,0.83592,0.53871,0.63056,0.38045,1.35039,0.71722,0.86398,0.0005248,0.0005248,0.0005248
50,9010.41,1.43957,0.78349,0.90684,0.8381,0.53767,0.63072,0.38128,1.3496,0.71594,0.86347,0.0005149,0.0005149,0.0005149
51,9193.57,1.44367,0.79098,0.90685,0.83667,0.53866,0.63117,0.38128,1.34838,0.71525,0.86311,0.000505,0.000505,0.000505
52,9368.04,1.43912,0.78106,0.90715,0.83537,0.53906,0.63111,0.38178,1.34692,0.71392,0.86294,0.0004951,0.0004951,0.0004951
53,9530.98,1.44291,0.78942,0.906,0.83503,0.53906,0.63167,0.38274,1.34527,0.71291,0.86272,0.0004852,0.0004852,0.0004852
54,9710.23,1.43088,0.7774,0.907,0.83449,0.54018,0.63253,0.38266,1.34441,0.71202,0.8624,0.0004753,0.0004753,0.0004753
55,9889.49,1.42478,0.77278,0.90192,0.83269,0.54025,0.63211,0.3828,1.34298,0.71029,0.8626,0.0004654,0.0004654,0.0004654
56,10069.4,1.41736,0.76906,0.89541,0.82693,0.54204,0.63269,0.38359,1.34222,0.70895,0.86237,0.0004555,0.0004555,0.0004555
57,10249.4,1.41939,0.76181,0.90034,0.83477,0.54005,0.63273,0.38407,1.34149,0.7076,0.86287,0.0004456,0.0004456,0.0004456
58,10429,1.40768,0.75648,0.89899,0.8335,0.54131,0.63313,0.38507,1.34136,0.70655,0.86257,0.0004357,0.0004357,0.0004357
59,10608,1.40267,0.75783,0.9002,0.83588,0.54061,0.63324,0.38523,1.34097,0.70536,0.86278,0.0004258,0.0004258,0.0004258
60,10786.7,1.4045,0.75329,0.89821,0.83563,0.54124,0.63371,0.38558,1.3408,0.70491,0.8627,0.0004159,0.0004159,0.0004159
61,10965.9,1.40041,0.74773,0.89624,0.83719,0.54005,0.63388,0.38549,1.34015,0.70428,0.86246,0.000406,0.000406,0.000406
62,11146.5,1.38988,0.74332,0.8945,0.84007,0.54005,0.63426,0.38612,1.33994,0.70332,0.86244,0.0003961,0.0003961,0.0003961
