epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,811.126,1.36703,0.77457,0.88786,0.82612,0.57952,0.66726,0.39932,1.30959,0.76854,0.88381,0.0006436,0.0006436,0.0006436
38,834.464,1.35938,0.76715,0.88163,0.81935,0.58568,0.66422,0.39447,1.32309,0.76989,0.88323,0.0006337,0.0006337,0.0006337
39,857.316,1.36012,0.7575,0.88002,0.85139,0.57713,0.67784,0.40524,1.30732,0.73759,0.88464,0.0006238,0.0006238,0.0006238
40,881.858,1.35794,0.75841,0.87975,0.83086,0.58783,0.67203,0.40106,1.31709,0.75678,0.88791,0.0006139,0.0006139,0.0006139
41,905.203,1.34744,0.74663,0.88299,0.83722,0.58733,0.66842,0.39905,1.31244,0.74835,0.8827,0.000604,0.000604,0.000604
42,928.506,1.36394,0.75673,0.88059,0.83966,0.5892,0.67006,0.39951,1.3114,0.76229,0.88368,0.0005941,0.0005941,0.0005941
43,952.633,1.33932,0.74429,0.87882,0.82963,0.58528,0.67774,0.40649,1.29642,0.72557,0.88268,0.0005842,0.0005842,0.0005842
44,976.551,1.34414,0.74496,0.87888,0.82977,0.58402,0.66762,0.39881,1.29504,0.74593,0.88263,0.0005743,0.0005743,0.0005743
45,1001.13,1.34232,0.74308,0.88132,0.84515,0.59516,0.68458,0.41096,1.28664,0.73309,0.87874,0.0005644,0.0005644,0.0005644
46,1025.02,1.34509,0.73796,0.87842,0.83203,0.59874,0.68078,0.41266,1.27849,0.715,0.8804,0.0005545,0.0005545,0.0005545
47,1047.94,1.32502,0.74312,0.88377,0.83836,0.59348,0.67555,0.40818,1.27924,0.74694,0.8815,0.0005446,0.0005446,0.0005446
48,1070.44,1.32023,0.72571,0.87471,0.82183,0.60547,0.68011,0.41429,1.28027,0.70543,0.88124,0.0005347,0.0005347,0.0005347
49,1093.67,1.32292,0.72604,0.87859,0.83783,0.60302,0.68615,0.41251,1.2837,0.70631,0.87943,0.0005248,0.0005248,0.0005248
50,1116.73,1.32565,0.73312,0.88053,0.83043,0.59937,0.68614,0.41725,1.26984,0.71127,0.87707,0.0005149,0.0005149,0.0005149
51,1140.18,1.31749,0.72279,0.87478,0.83206,0.60315,0.6786,0.41517,1.26359,0.71508,0.87631,0.000505,0.000505,0.000505
52,1163.43,1.31955,0.72352,0.87321,0.83673,0.59558,0.6814,0.41587,1.26439,0.70798,0.87852,0.0004951,0.0004951,0.0004951
53,1186.26,1.29908,0.71089,0.8728,0.82688,0.61619,0.69511,0.42456,1.24895,0.68953,0.87429,0.0004852,0.0004852,0.0004852
54,1209.18,1.30045,0.71435,0.87645,0.83805,0.60063,0.68661,0.41551,1.26092,0.70172,0.87384,0.0004753,0.0004753,0.0004753
55,1230.88,1.29409,0.707,0.87251,0.84784,0.60505,0.69101,0.42319,1.25715,0.68704,0.87349,0.0004654,0.0004654,0.0004654
56,1252.37,1.29694,0.71291,0.87022,0.83636,0.60799,0.68687,0.41816,1.24568,0.69913,0.8703,0.0004555,0.0004555,0.0004555
57,1273.92,1.28896,0.70382,0.87255,0.83826,0.60818,0.68797,0.42019,1.24484,0.69723,0.87254,0.0004456,0.0004456,0.0004456
58,1295.43,1.30466,0.70814,0.87243,0.84066,0.60805,0.69428,0.42419,1.24387,0.68836,0.87508,0.0004357,0.0004357,0.0004357
59,1316.98,1.28142,0.69415,0.87095,0.83633,0.61115,0.69235,0.42419,1.23471,0.68271,0.87281,0.0004258,0.0004258,0.0004258
